;count;stem;variants;as_noun;as_ajct;as_verb;as_other
3255;1;expos;expose;0;0;1;0
3256;1;cruis;cruise;0;0;1;0
3257;1;mar;mars;1;0;0;0
3258;1;thunderbolt;thunderbolt;1;0;0;0
3259;1;gettin;gettin;0;1;0;0
3260;1;desolis;desolisating;0;0;1;0
3261;1;cleav;cleaving;0;0;1;0
3262;1;liquor;liquor;1;0;0;0
3263;1;pulsat;pulsating;0;0;1;0
3264;1;afterglow;afterglow;0;1;0;0
3265;1;skyward;skyward;1;0;0;0
3266;1;mystiqu;mystique;1;0;0;0
3267;1;rev;revved;0;0;1;0
3268;1;hotter;hotter;1;0;0;0
3269;1;program;programmed;0;0;1;0
3270;1;relianc;reliance;1;0;0;0
3271;1;licenc;licence;1;0;0;0
3272;1;reap;reaped;0;0;1;0
3273;1;robot;robot;1;0;0;0
3274;1;engulf;engulfed;1;0;0;0
3275;1;tend;tend;1;0;0;0
3276;1;inclin;inclined;0;0;1;0
3277;1;routin;routine;0;1;0;0
3278;1;cap;capped;0;0;1;0
3279;1;mantrap;mantrap;1;0;0;0
3280;1;bout;bout;0;0;0;1
3281;1;mr;mr;0;0;1;0
3282;1;gentlemen;gentlemen;1;0;0;0
3283;1;accord;according;0;0;1;0
3284;1;enema;enema;0;0;1;0
3285;1;hahahahahahaha;hahahahahahaha;0;0;1;0
3286;1;network;network;1;0;0;0
3287;1;unsettl;unsettled;0;1;0;0
3288;1;advertis;advertising;1;0;0;0
3289;1;etch;etched;0;0;1;0
3290;1;crosswir;crosswire;1;0;0;0
3291;1;mirag;mirage;1;0;0;0
3292;1;stamp;stamped;0;0;1;0
3293;1;adrian;adrian;0;1;0;0
3294;1;hop;hop;1;0;0;0
3295;1;esteem;esteem;1;0;0;0
3296;1;plasma;plasma;0;1;0;0
3297;1;carefre;carefree;0;1;0;0
3298;1;twine;twine;0;0;1;0
3299;1;unharm;unharmed;0;0;1;0
3300;1;cynic;cynic;1;0;0;0
3301;1;attitud;attitudes;1;0;0;0
3302;1;aggress;aggression;0;0;1;0
3303;1;cancer;cancer;1;0;0;0
3304;1;55;55;0;0;0;1
3305;1;dismay;dismay;1;0;0;0
3306;1;undercov;undercover;0;0;0;1
3307;1;swept;swept;0;0;1;0
3308;1;untip;untipping;0;0;1;0
3309;1;trophi;trophies;1;0;0;0
3310;1;azazel;azazel;0;0;0;1
3311;1;dave;dave;0;1;0;0
3312;1;equilibrium;equilibrium;1;0;0;0
3313;1;haggard;haggard;0;0;0;1
3314;1;34;34;0;0;0;1
3315;1;19;19;0;0;0;1
3316;1;smith;smith;1;0;0;0
3317;1;independ;independence;1;0;0;0
3318;1;treadmil;treadmill;1;0;0;0
3319;1;stagger;staggered;0;0;1;0
3320;1;midday;midday;1;0;0;0
3321;1;whim;whim;1;0;0;0
3322;1;m11;m11;1;0;0;0
3323;1;california;california;0;1;0;0
3324;1;volcano;volcano;1;0;0;0
3325;1;tung;tung;1;0;0;0
3326;1;pal;pal;1;0;0;0
3327;1;pewter;pewter;1;0;0;0
3328;1;suta;suta;1;0;0;0
3329;1;karma;karma;0;0;1;0
3330;1;sutra;sutra;0;1;0;0
3331;1;blanckenheim;blanckenheimer;0;0;1;0
3332;1;segreg;segregation;1;0;0;0
3333;1;swirl;swirling;0;0;1;0
3334;1;empir;empire;1;0;0;0
3335;1;reminisc;reminiscing;0;0;1;0
3336;1;lifeboat;lifeboat;1;0;0;0
3337;1;rehears;rehearsed;0;1;0;0
3338;1;plunder;plundering;0;0;1;0
3339;1;fish;fish;1;0;0;0
3340;1;tse;tse;1;0;0;0
3341;1;ivori;ivory;1;0;0;0
3342;1;mao;mao;1;0;0;0
3343;1;pollut;pollution;1;0;0;0
3344;1;suffic;suffice;1;0;0;0
3345;1;firebal;fireball;1;0;0;0
3346;1;strife;strife;1;0;0;0
3347;1;fend;fend;0;0;1;0
3348;1;decoy;decoys;0;1;0;0
3349;1;secreci;secrecy;1;0;0;0
3350;1;swell;swells;1;0;0;0
3351;1;pout;pout;0;0;1;0
3352;1;whimper;whimper;0;1;0;0
3353;1;frustrat;frustrating;0;1;0;0
3354;1;clue;clue;1;0;0;0
3355;1;neath;neath;0;0;0;1
3356;1;breakaway;breakaway;0;0;0;1
3357;1;winc;wince;1;0;0;0
3358;1;jerk;jerk;1;0;0;0
3359;1;wrist;wrist;1;0;0;0
3360;1;stanc;stance;1;0;0;0
3361;1;clench;clench;0;0;1;0
3362;1;pounc;pounce;0;0;1;0
3363;1;stupid;stupid;0;1;0;0
3364;1;advic;advice;1;0;0;0
3365;1;crosser;crossers;1;0;0;0
3366;1;carpetbagg;carpetbaggers;1;0;0;0
3367;1;bluff;bluff;0;0;1;0
3368;1;deft;deft;0;0;0;1
3369;1;lurk;lurking;1;0;0;0
3370;1;waylay;waylaying;0;0;1;0
3371;1;dull;dull;1;0;0;0
3372;1;bravado;bravado;1;0;0;0
3373;1;pickup;pickup;1;0;0;0
3374;1;file;file;1;0;0;0
3375;1;fragment;fragments;1;0;0;0
3376;1;paranoia;paranoia;1;0;0;0
3377;1;rare;rare;0;1;0;0
3378;1;calcul;calculate;1;0;0;0
3379;1;maul;maul;0;0;1;0
3380;1;steer;steer;1;0;0;0
3381;1;bonn;bonne;1;0;0;0
3382;1;nuit;nuit;1;0;0;0
3383;1;oili;oily;0;0;0;1
3384;1;drifter;drifter;1;0;0;0
3385;1;haвђ;haвђ;1;0;0;0
3386;1;remeb;remeber;0;0;1;0
3387;1;gallilea;gallilea;1;0;0;0
3388;1;jew;jews;1;0;0;0
3389;1;provocateur;provocateur;1;0;0;0
3390;1;maman;maman;0;1;0;0
3391;1;vick;vick;1;0;0;0
3392;1;maraud;marauding;0;0;1;0
3393;1;tube;tubes;1;0;0;0
3394;1;idea;ideas;1;0;0;0
3395;1;invest;investing;0;0;1;0
3396;1;slime;slime;1;0;0;0
3397;1;cun;cunning;1;0;0;0
3398;1;poet;poet;1;0;0;0
3399;1;rout;route;1;0;0;0
3400;1;56;56;0;0;0;1
3401;1;prejudic;prejudice;1;0;0;0
3402;1;quarter;quartered;0;0;1;0
3403;1;mettl;mettle;0;1;0;0
3404;1;bud;bud;1;0;0;0
3405;1;august;august;0;1;0;0
3406;1;faithless;faithless;0;1;0;0
3407;1;demolit;demolition;1;0;0;0
3408;1;bliss;bliss;0;1;0;0
3409;1;shoe;shoes;1;0;0;0
3410;1;ferryman;ferryman;1;0;0;0
3411;1;gravi;gravy;1;0;0;0
3412;1;diesel;diesels;1;0;0;0
3413;1;sniper;sniper;1;0;0;0
3414;1;loot;looting;0;0;1;0
3415;1;merchantmen;merchantmen;1;0;0;0
3416;1;convoy;convoy;1;0;0;0
3417;1;behav;behave;0;0;1;0
3418;1;wicker;wicker;1;0;0;0
3419;1;opera;opera;1;0;0;0
3420;1;grasp;grasp;1;0;0;0
3421;1;godвђ;godвђ;1;0;0;0
3422;1;lunat;lunatic;0;1;0;0
3423;1;missionвђ;missionвђ;0;1;0;0
3424;1;extrem;extreme;0;1;0;0
3425;1;risc;risc;1;0;0;0
3426;1;disc;disc;1;0;0;0
3427;1;inland;inland;1;0;0;0
3428;1;campfir;campfires;1;0;0;0
3429;1;balloon;balloons;1;0;0;0
3430;1;disco;disco;0;1;0;0
3431;1;tit;tits;1;0;0;0
3432;1;airship;airship;1;0;0;0
3433;1;confer;conference;1;0;0;0
3434;1;stall;stall;1;0;0;0
3435;1;fact;fact;1;0;0;0
3436;1;cesspit;cesspit;1;0;0;0
3437;1;enorm;enormous;0;1;0;0
3438;1;butcher;butchered;0;1;0;0
3439;1;flea;flea;1;0;0;0
3440;1;sperm;sperm;0;1;0;0
3441;1;whale;whale;1;0;0;0
3442;1;albert;albert;0;1;0;0
3443;1;maltes;maltese;0;1;0;0
3444;1;bale;bales;1;0;0;0
3445;1;hay;hay;1;0;0;0
3446;1;tractor;tractor;1;0;0;0
3447;1;fiddl;fiddle;1;0;0;0
3448;1;decor;decor;1;0;0;0
3449;1;reopen;reopen;0;1;0;0
3450;1;drill;drill;0;0;1;0
3451;1;50;50;0;0;0;1
3452;1;diablo;diablo;0;1;0;0
3453;1;revisit;revisit;1;0;0;0
3454;1;dehydr;dehydrate;1;0;0;0
3455;1;french;french;0;1;0;0
3456;1;advisor;advisor;1;0;0;0
3457;1;lectur;lecture;1;0;0;0
3458;1;polit;political;0;1;0;0
3459;1;chicanari;chicanary;1;0;0;0
3460;1;nordic;nordic;0;1;0;0
3461;1;longboat;longboats;1;0;0;0
3462;1;studi;study;0;0;1;0
3463;1;excus;excused;0;0;1;0
3464;1;upriv;upriver;0;1;0;0
3465;1;unsound;unsound;0;0;0;1
3466;1;panda;panda;1;0;0;0
3467;1;paradox;paradox;1;0;0;0
3468;1;colonel;colonel;1;0;0;0
3469;1;rogu;rogue;1;0;0;0
3470;1;method;methods;1;0;0;0
3471;1;intellect;intellect;1;0;0;0
3472;1;intertwin;intertwined;0;0;1;0
3473;1;dreamt;dreamt;0;0;1;0
3474;1;realis;realisation;1;0;0;0
3475;1;oncom;oncoming;0;0;1;0
3476;1;compar;compare;0;0;1;0
3477;1;reoccur;reoccurring;0;0;1;0
3478;1;denial;denial;0;1;0;0
3479;1;manipul;manipulate;0;0;1;0
3480;1;bombshel;bombshell;0;0;0;1
3481;1;wateri;watery;1;0;0;0
3482;1;haul;hauled;0;0;1;0
3483;1;duke;duke;1;0;0;0
3484;1;walpurgi;walpurgis;1;0;0;0
3485;1;barqu;barque;1;0;0;0
3486;1;millennia;millennia;1;0;0;0
3487;1;shemhamforash;shemhamforash;0;0;0;1
3488;1;unexplain;unexplained;0;1;0;0
3489;1;damian;damian;0;1;0;0
3490;1;trudg;trudged;0;0;1;0
3491;1;drunken;drunken;0;1;0;0
3492;1;antigua;antigua;1;0;0;0
3493;1;unnerv;unnerving;0;0;1;0
3494;1;jag;jagged;0;1;0;0
3495;1;intermitt;intermittent;1;0;0;0
3496;1;inflict;inflicted;0;0;1;0
3497;1;inmat;inmates;1;0;0;0
3498;1;harangu;harangued;0;0;1;0
3499;1;netherland;netherland;1;0;0;0
3500;1;murki;murky;1;0;0;0
3501;1;reef;reefs;1;0;0;0
3502;1;dyin;dyin;0;1;0;0
3503;1;pacifi;pacified;0;0;1;0
3504;1;goal;goal;1;0;0;0
3505;1;captiv;captives;0;0;1;0
3506;1;husband;husband;1;0;0;0
3507;1;del;del;1;0;0;0
3508;1;confront;confrontation;1;0;0;0
3509;1;monstrou;monstrous;0;1;0;0
3510;1;maid;maid;1;0;0;0
3511;1;denizen;denizens;1;0;0;0
3512;1;triumphant;triumphant;0;1;0;0
3513;1;pieti;piety;1;0;0;0
3514;1;flock;flock;1;0;0;0
3515;1;resolv;resolve;0;0;1;0
3516;1;misshapen;misshapen;0;1;0;0
3517;1;mort;mortes;1;0;0;0
3518;1;everlast;everlasting;0;0;1;0
3519;1;unaffect;unaffected;0;0;1;0
3520;1;ghostli;ghostly;0;0;0;1
3521;1;manag;managed;0;0;1;0
3522;1;legendari;legendary;0;1;0;0
3523;1;longest;longest;0;1;0;0
3524;1;castillo;castillo;0;1;0;0
3525;1;ident;identity;1;0;0;0
3526;1;entranc;entrance;0;0;1;0
3527;1;alibi;alibi;1;0;0;0
3528;1;meld;melded;0;0;1;0
3529;1;encourag;encouragement;1;0;0;0
3530;1;subdu;subdued;0;0;1;0
3531;1;rant;rantings;1;0;0;0
3532;1;nitro;nitro;0;0;0;1
3533;1;nest;nest;0;1;0;0
3534;1;stairway;stairway;1;0;0;0
3535;1;cabl;cable;1;0;0;0
3536;1;unheavenli;unheavenly;0;0;0;1
3537;1;ohhh;ohhh;1;0;0;0
3538;1;fortress;fortress;1;0;0;0
3539;1;pulp;pulp;1;0;0;0
3540;1;ew;ew;1;0;0;0
3541;1;bundl;bundle;0;1;0;0
3542;1;thumbscrew;thumbscrews;1;0;0;0
3543;1;reconsid;reconsider;0;0;1;0
3544;1;susa;susa;1;0;0;0
3545;1;agin;agin;0;0;0;1
3546;1;musket;musket;1;0;0;0
3547;1;pilot;pilot;1;0;0;0
3548;1;tahw;tahw;1;0;0;0
3549;1;dia;dias;1;0;0;0
3550;1;ther;ther;0;0;0;1
3551;1;suspici;suspicious;0;1;0;0
3552;1;shriev;shrieves;0;0;1;0
3553;1;strapado;strapado;1;0;0;0
3554;1;eerht;eerht;1;0;0;0
3555;1;heheheh;heheheh;1;0;0;0
3556;1;india;india;0;0;1;0
3557;1;sould;sould;1;0;0;0
3558;1;cultur;culture;1;0;0;0
3559;1;tigri;tigris;1;0;0;0
3560;1;macedonian;macedonian;0;1;0;0
3561;1;daner;danerous;0;1;0;0
3562;1;twice;twice;0;0;0;1
3563;1;jaxart;jaxartes;0;0;1;0
3564;1;gloat;gloat;0;0;1;0
3565;1;mandragora;mandragora;1;0;0;0
3566;1;imaginari;imaginary;0;1;0;0
3567;1;windi;windy;0;1;0;0
3568;1;tingu;tingues;1;0;0;0
3569;1;alexandria;alexandria;1;0;0;0
3570;1;arbela;arbela;0;1;0;0
3571;1;imposs;impossible;0;1;0;0
3572;1;nemesi;nemesis;1;0;0;0
3573;1;hee;hee;0;1;0;0
3574;1;male;male;0;1;0;0
3575;1;diana;diana;0;1;0;0
3576;1;ate;ate;0;0;1;0
3577;1;panick;panicking;1;0;0;0
3578;1;granni;granny;1;0;0;0
3579;1;poltersberg;poltersberg;1;0;0;0
3580;1;wuauuu;wuauuu;0;1;0;0
3581;1;nothingess;nothingess;0;0;0;1
3582;1;forbid;forbid;0;0;1;0
3583;1;solicit;solicitations;1;0;0;0
3584;1;moistur;moisture;1;0;0;0
3585;1;carniv;carnival;1;0;0;0
3586;1;appoint;appointment;1;0;0;0
3587;1;upstair;upstairs;1;0;0;0
3588;1;milion;milion;1;0;0;0
3589;1;finest;finest;0;1;0;0
3590;1;substitut;substitution;1;0;0;0
3591;1;henceforth;henceforth;1;0;0;0
3592;1;accident;accidental;0;1;0;0
3593;1;driver;driver;1;0;0;0
3594;1;harmoni;harmony;1;0;0;0
3595;1;stolen;stolen;0;0;1;0
3596;1;waterfal;waterfall;1;0;0;0
3597;1;lace;lace;1;0;0;0
3598;1;repli;replies;1;0;0;0
3599;1;salli;sally;1;0;0;0
3600;1;blackboard;blackboards;1;0;0;0
3601;1;crucifixion;crucifixion;1;0;0;0
3602;1;symptom;symptoms;1;0;0;0
3603;1;trespass;trespass;1;0;0;0
3604;1;nightli;nightly;0;0;0;1
3605;1;steppin;steppin;1;0;0;0
3606;1;copul;copulation;1;0;0;0
3607;1;individu;individual;1;0;0;0
3608;1;deificurc;deificurc;1;0;0;0
3609;1;sleev;sleeve;1;0;0;0
3610;1;beacon;beacon;1;0;0;0
3611;1;sugar;sugar;1;0;0;0
3612;1;american;american;0;1;0;0
3613;1;paralys;paralysed;0;1;0;0
3614;1;unseen;unseen;0;1;0;0
3615;1;cent;cent;0;1;0;0
3616;1;bigger;bigger;0;1;0;0
3617;1;paler;paler;1;0;0;0
3618;1;audienc;audience;1;0;0;0
3619;1;trend;trends;1;0;0;0
3620;1;dedic;dedicated;0;0;1;0
3621;1;heavier;heavier;0;1;0;0
3622;1;teenag;teenage;1;0;0;0
3623;1;wagon;wagons;1;0;0;0
3624;1;collector;collector;1;0;0;0
3625;1;hah;hah;1;0;0;0
3626;1;trash;trash;0;0;1;0
3627;1;elev;elevator;1;0;0;0
3628;1;per;per;0;0;0;1
3629;1;unspoken;unspoken;0;1;0;0
3630;1;bark;bark;1;0;0;0
3631;1;unforgiv;unforgivable;0;1;0;0
3632;1;era;era;1;0;0;0
3633;1;lullabi;lullaby;0;0;1;0
3634;1;scent;scent;1;0;0;0
3635;1;similar;similarities;1;0;0;0
3636;1;boni;bony;0;1;0;0
3637;1;pile;pile;1;0;0;0
3638;1;redskin;redskins;1;0;0;0
3639;1;remorph;remorphed;0;0;1;0
3640;1;gallop;galloping;0;0;1;0
3641;1;undiscov;undiscovered;0;1;0;0
3642;1;unknowingli;unknowingly;0;0;0;1
3643;1;astoroth;astoroth;0;0;0;1
3644;1;gateway;gateway;1;0;0;0
3645;1;manuscript;manuscript;1;0;0;0
3646;1;respond;respond;0;0;1;0
3647;1;interest;interest;1;0;0;0
3648;1;logic;logical;0;1;0;0
3649;1;inhabit;inhabitants;1;0;0;0
3650;1;gallow;gallows;1;0;0;0
3651;1;accurs;accursed;0;1;0;0
3652;1;twin;twins;1;0;0;0
3653;1;marri;marry;0;0;1;0
3654;1;gabriel;gabriel;1;0;0;0
3655;1;web;web;1;0;0;0
3656;1;coincid;coincidence;1;0;0;0
3657;1;examin;examined;0;0;1;0
3658;1;gemini;gemini;1;0;0;0
3659;1;reliv;relive;0;0;1;0
3660;1;descript;description;1;0;0;0
3661;1;exactli;exactly;0;0;0;1
3662;1;ulrich;ulrich;0;1;0;0
3663;1;baptism;baptism;1;0;0;0
3664;1;concern;concerning;0;0;1;0
3665;1;infin;infinity;1;0;0;0
3666;1;wildest;wildest;0;1;0;0
3667;1;suffoc;suffocation;1;0;0;0
3668;1;stole;stole;0;0;1;0
3669;1;transcend;transcend;0;1;0;0
3670;1;pit;pit;1;0;0;0
3671;1;вђ;вђ;1;0;0;0
3672;1;rubi;ruby;0;1;0;0
3673;1;sphere;sphere;0;0;0;1
3674;1;expedit;expedition;1;0;0;0
3675;1;absorb;absorbed;0;0;1;0
3676;1;fertil;fertile;1;0;0;0
3677;1;undertak;undertaker;1;0;0;0
3678;1;grotesqu;grotesque;0;1;0;0
3679;1;perhap;perhaps;0;0;0;1
3680;1;awoken;awoken;0;0;1;0
3681;1;wolfen;wolfen;1;0;0;0
3682;1;doll;doll;1;0;0;0
3683;1;brink;brink;1;0;0;0
3684;1;lar;lars;0;0;1;0
3685;1;ecnob;ecnob;1;0;0;0
3686;1;hecas;hecase;1;0;0;0
3687;1;golder;golder;1;0;0;0
3688;1;correctli;correctly;0;0;0;1
3689;1;recur;recurring;0;0;1;0
3690;1;ploughman;ploughman;1;0;0;0
3691;1;dunno;dunno;1;0;0;0
3692;1;ammit;ammit;1;0;0;0
3693;1;qualiti;qualities;1;0;0;0
3694;1;schedul;scheduled;0;0;1;0
3695;1;opportun;opportunity;1;0;0;0
3696;1;quicken;quicken;0;0;1;0
3697;1;transmit;transmit;0;0;1;0
3698;1;convinc;convinced;0;0;1;0
3699;1;occur;occurring;0;0;1;0
3700;1;irresist;irresistibly;0;0;0;1
3701;1;seventeen;seventeen;0;1;0;0
3702;1;folklor;folklore;0;0;1;0
3703;1;upris;uprising;1;0;0;0
3704;1;throng;throng;1;0;0;0
3705;1;adjoin;adjoining;0;0;1;0
3706;1;compound;compound;1;0;0;0
3707;1;overse;oversee;0;0;1;0
3708;1;anxiou;anxious;0;1;0;0
3709;1;eater;eater;1;0;0;0
3710;1;anytim;anytime;1;0;0;0
3711;1;hitch;hitched;0;0;1;0
3712;1;tarot;tarot;1;0;0;0
3713;1;proceed;proceeding;0;0;1;0
3714;1;mummifi;mummified;0;1;0;0
3715;1;mutter;muttered;0;0;1;0
3716;1;ugli;ugliness;0;1;0;0
3717;1;starter;starters;1;0;0;0
3718;1;enochian;enochian;0;1;0;0
3719;1;bled;bled;0;0;1;0
3720;1;warhors;warhorse;0;1;0;0
3721;1;liberti;liberty;1;0;0;0
3722;1;astaroth;astaroth;0;0;0;1
3723;1;fiver;fiver;1;0;0;0
3724;1;eh;eh;1;0;0;0
3725;1;trancelik;trancelike;0;0;0;1
3726;1;hardest;hardest;0;1;0;0
3727;1;disturb;disturbing;0;0;1;0
3728;1;gargoyl;gargoyle;1;0;0;0
3729;1;beelzebub;beelzebub;1;0;0;0
3730;1;ugh;ugh;0;0;0;1
3731;1;communion;communion;1;0;0;0
3732;1;element;elements;1;0;0;0
3733;1;strewn;strewn;0;1;0;0
3734;1;mustard;mustard;1;0;0;0
3735;1;barbwir;barbwire;1;0;0;0
3736;1;bloom;bloom;1;0;0;0
3737;1;quicksand;quicksand;1;0;0;0
3738;1;int;int;1;0;0;0
3739;1;aaru;aaru;0;0;1;0
3740;1;midst;midst;1;0;0;0
3741;1;slightest;slightest;0;1;0;0
3742;1;brew;brewing;0;0;1;0
3743;1;afflict;afflicting;0;0;1;0
3744;1;selen;selene;0;0;1;0
3745;1;limbo;limbo;1;0;0;0
3746;1;fightin;fightin;0;0;1;0
3747;1;undress;undress;1;0;0;0
3748;1;defenc;defence;1;0;0;0
3749;1;homeward;homeward;1;0;0;0
3750;1;drawer;drawers;1;0;0;0
3751;1;redeem;redeem;0;0;1;0
3752;1;reunit;reunite;0;0;1;0
3753;1;nothin;nothin;0;0;0;1
3754;1;scari;scary;0;1;0;0
3755;1;pari;paris;1;0;0;0
3756;1;superstiti;superstitious;0;1;0;0
3757;1;present;presents;1;0;0;0
3758;1;aww;aww;0;0;1;0
3759;1;troll;troll;1;0;0;0
3760;1;inquisitor;inquisitor;1;0;0;0
3761;1;ogr;ogre;1;0;0;0
3762;1;missil;missiles;1;0;0;0
3763;1;broom;broom;1;0;0;0
3764;1;hecat;hecate;1;0;0;0
3765;1;persephon;persephone;0;1;0;0
3766;1;eastern;eastern;0;1;0;0
3767;1;forklift;forklift;1;0;0;0
3768;1;12;12;0;0;0;1
3769;1;goodnight;goodnight;1;0;0;0
3770;1;otherwis;otherwise;0;0;0;1
3771;1;bath;bathed;0;0;1;0
3772;1;incred;incredible;0;1;0;0
3773;1;cliqu;clique;1;0;0;0
3774;1;involv;involved;0;0;1;0
3775;1;park;park;1;0;0;0
3776;1;anxieti;anxiety;1;0;0;0
3777;1;starvat;starvation;1;0;0;0
3778;1;earthquak;earthquakes;1;0;0;0
3779;1;surmis;surmise;0;0;1;0
3780;1;stile;stiles;1;0;0;0
3781;1;intend;intended;0;0;1;0
3782;1;glaze;glazed;0;1;0;0
3783;1;halfway;halfway;1;0;0;0
3784;1;dad;dad;1;0;0;0
3785;1;birdsong;birdsong;0;1;0;0
3786;1;gestur;gesture;1;0;0;0
3787;1;frenchman;frenchman;1;0;0;0
3788;1;main;main;0;1;0;0
3789;1;invok;invoking;0;0;1;0
3790;1;leddem;leddem;1;0;0;0
3791;1;shrink;shrink;0;0;1;0
3792;1;idl;idle;0;1;0;0
3793;1;motion;motion;1;0;0;0
3794;1;flak;flak;1;0;0;0
3795;1;rub;rubbing;0;0;1;0
3796;1;raid;raid;1;0;0;0
3797;1;cave;caves;1;0;0;0
3798;1;seamen;seamen;1;0;0;0
3799;1;gainst;gainst;1;0;0;0
3800;1;fret;fret;1;0;0;0
3801;1;barn;barns;1;0;0;0
3802;1;overturn;overturned;0;0;1;0
3803;1;scythian;scythians;1;0;0;0
3804;1;belsen;belsen;0;0;1;0
3805;1;jelli;jellied;0;1;0;0
3806;1;109;109s;0;0;0;1
3807;1;spitfir;spitfires;1;0;0;0
3808;1;st;st;0;1;0;0
3809;1;georg;george;1;0;0;0
3810;1;wreak;wreak;0;0;1;0
3811;1;taught;taught;0;0;1;0
3812;1;fenc;fencing;0;0;1;0
3813;1;goos;goose;1;0;0;0
3814;1;templ;temple;1;0;0;0
3815;1;pave;paved;0;0;1;0
3816;1;unpriestli;unpriestly;0;1;0;0
3817;1;yoke;yoke;1;0;0;0
3818;1;sgniht;sgniht;1;0;0;0
3819;1;uoy;uoy;0;1;0;0
3820;1;dnatsrednu;dnatsrednu;0;1;0;0
3821;1;am;ams;1;0;0;0
3822;1;bugl;bugle;1;0;0;0
3823;1;persepoli;persepolis;1;0;0;0
3824;1;capit;capital;1;0;0;0
3825;1;presum;presumably;0;0;0;1
3826;1;phrygian;phrygian;0;1;0;0
3827;1;hiss;hiss;0;1;0;0
3828;1;gordian;gordian;0;1;0;0
3829;1;acrid;acrid;0;1;0;0
3830;1;unti;untied;0;0;1;0
3831;1;hellen;hellenism;1;0;0;0
3832;1;disjoint;disjointed;0;0;1;0
3833;1;stretch;stretch;1;0;0;0
3834;1;mail;mail;0;0;1;0
3835;1;honestli;honestly;0;0;0;1
3836;1;coast;coast;1;0;0;0
3837;1;hurdl;hurdle;0;1;0;0
3838;1;travellin;travellin;1;0;0;0
3839;1;influenc;influence;0;0;1;0
3840;1;steeli;steely;0;1;0;0
3841;1;david;david;0;1;0;0
3842;1;resin;resined;0;0;1;0
3843;1;reaper;reaper;1;0;0;0
3844;1;blindsid;blindsides;1;0;0;0
3845;1;resum;resumes;0;0;1;0
3846;1;mainstream;mainstream;1;0;0;0
3847;1;swordsmen;swordsmen;1;0;0;0
3848;1;rave;ravings;1;0;0;0
3849;1;horu;horus;1;0;0;0
3850;1;meanwhil;meanwhile;0;0;1;0
3851;1;dial;dial;1;0;0;0
3852;1;worm;worm;1;0;0;0
3853;1;runway;runway;1;0;0;0
3854;1;greec;greece;1;0;0;0
3855;1;bandit;bandits;1;0;0;0
3856;1;macedonia;macedonia;1;0;0;0
3857;1;philip;philip;1;0;0;0
3858;1;swore;swore;0;0;1;0
3859;1;minor;minor;0;1;0;0
3860;1;aegean;aegean;0;1;0;0
3861;1;334;334;0;0;0;1
3862;1;entomb;entomb;1;0;0;0
3863;1;solut;solution;1;0;0;0
3864;1;gni;gni;1;0;0;0
3865;1;chandeli;chandelier;1;0;0;0
3866;1;scorn;scorn;0;1;0;0
3867;1;thyself;thyself;1;0;0;0
3868;1;ribbon;ribbons;0;0;1;0
3869;1;arrang;arranged;0;0;1;0
3870;1;duel;duel;1;0;0;0
3871;1;cockpit;cockpit;1;0;0;0
3872;1;landscap;landscapes;1;0;0;0
3873;1;oвђ;oвђ;1;0;0;0
3874;1;truce;truce;1;0;0;0
3875;1;feint;feint;1;0;0;0
3876;1;watcher;watcher;1;0;0;0
3877;1;endlessli;endlessly;0;0;0;1
3878;1;nothing;nothingness;1;0;0;0
3879;1;flick;flick;1;0;0;0
3880;1;cratur;crature;1;0;0;0
3881;1;familiar;familiar;0;1;0;0
3882;1;omi;omy;0;1;0;0
3883;1;congreg;congregation;1;0;0;0
3884;1;particular;particular;0;1;0;0
3885;1;pearli;pearly;0;0;0;1
3886;1;basket;basket;1;0;0;0
3887;1;surreal;surreal;0;1;0;0
3888;1;sicker;sicker;1;0;0;0
3889;1;blankenstein;blankenstein;1;0;0;0
3890;1;fled;fled;0;1;0;0
3891;1;cartoon;cartoon;0;1;0;0
3892;1;virgin;virgin;1;0;0;0
3893;1;june;june;1;0;0;0
3894;1;rufu;rufus;0;0;1;0
3895;1;centr;centre;1;0;0;0
3896;1;cree;cree;0;1;0;0
3897;1;innit;innit;0;1;0;0
3898;1;de;de;0;0;1;0
3899;1;rastaforay;rastaforay;0;0;1;0
3900;1;everyt;everyt;1;0;0;0
3901;1;tini;tiny;0;1;0;0
3902;1;spittin;spittin;1;0;0;0
3903;1;eloqu;eloquent;0;1;0;0
3904;1;speech;speeches;1;0;0;0
3905;1;slumber;slumbers;0;0;1;0
3906;1;candid;candidates;1;0;0;0
3907;1;forehead;forehead;1;0;0;0
3908;1;sore;sore;0;1;0;0
3909;1;navvi;navvies;1;0;0;0
3910;1;ahaha;ahaha;0;0;0;1
3911;1;pet;pets;1;0;0;0
3912;1;phenomen;phenomenally;0;0;0;1
3913;1;rotat;rotate;1;0;0;0
3914;1;behalf;behalf;1;0;0;0
3915;1;martial;martial;0;1;0;0
3916;1;dresden;dresden;0;1;0;0
3917;1;fleck;flecked;0;0;1;0
3918;1;crane;crane;1;0;0;0
3919;1;splinter;splintered;0;0;1;0
3920;1;predit;predit;1;0;0;0
3921;1;retain;retains;0;0;1;0
3922;1;craze;crazed;0;0;1;0
3923;1;stench;stench;1;0;0;0
3924;1;tasti;tasty;0;1;0;0
3925;1;derang;deranges;0;0;1;0
3926;1;squeal;squealing;0;0;1;0
3927;1;inject;injects;1;0;0;0
3928;1;maximum;maximum;0;1;0;0
